First name,Last name,Highest DOJ title,# years DOJ service,Admins served under
Eileen,Stein,Trial Attorney,8,"Carter, Ford, Nixon"
Joshua,Stein,Assistant United States Attorney,5,Bush II
Marshall,Stein,"Assistant United States Attorney, Massachuseets",2,Nixon
Elizabeth ,Stein,Trial Attorney ,23,"Bush II, Clinton, Bush I, Reagan, Carter"
Stefan,Stein,"Deputy Chief, Public Corruption & Government Fraud ",7,"Clinton, Bush I, Reagan"
Robert,Steinberg,Senior Assistant United States Attorney,10,"Carter, Ford, Nixon, Johnson, Kennedy"
Deborah,Steiner,Assistant United States Attorney,4,"Bush II, Clinton"
David,Steiner ,Trial Lawyer ,12,"Obama, Bush II"
Anthony J.,Steinmeyer,"Assistant Director, Appellate Staff, Civil Division",45,"Obama, Bush II, Clinton, Bush I, Reagan, Carter, Ford, Nixon"
John,Stemplewicz,Special Litigation Counsel,30,"Obama, Bush II, Clinton, Bush I, Reagan"
Matthew,Stennes,Trial Attorney,5,"Obama, Bush II"
Michael,Sterling,Assistant United States Attorney,2,Obama
Michael,Stern,Assistant United States Attorney,25,"Obama, Bush II, Clinton, Bush I, Reagan"
Donald,Stern,United States Attorney,7.5,Clinton
Martin L.,Stern,Trial Attorney,3,Reagan
Doria,Stetch Bachenheimer ,"Senior Attorney, Office of the U. S. Trustee",6,"Clinton, Bush I"
Holly,Stevens,Trial Attorney,5,Bush II
Charles,Stevens,United States Attorney,7,"Clinton, Reagan"
Donald,Stever,Section Chief,5,"Reagan, Carter"
Valerie,Stewart,Assistant United States Attorney,35,"Obama, Bush II, Clinton, Bush I, Reagan"
Jelahn,Stewart,Assistant United States Attorney,19,"Trump, Obama, Bush II, Clinton"
Rebecca,Stewart,Deputy Press Secretary,5,Obama
Louie,Stewart,Senior Trial Attorney,25,"Bush II, Clinton, Bush I, Reagan, Carter, Ford, Nixon"
Geoffrey,Stewart,Deputy Assistant Attorney General,3,Reagan
Richard,Stewart,"Assistant Attorney General, Environment and Natural Resources",2,Bush I
Marc,Stickgold,Assistant United States Attorney,2,Johnson
Megan,Stifel,"Director, Cyber Policy, National Security Division",8,"Obama, Bush II"
Stephen,Stigall,Attorney-in-Charge,16,"Trump, Obama, Bush II, Clinton"
Bette,Stockton,Immigration Judge,21,"Obama, Bush II, Clinton"
F. L. Peter,Stone,United States Attorney ,4,Nixon
John,Stone,"Acting United States Attorney, MDNC",33,"Obama, Bush II, Clinton, Bush I, Reagan, Carter"
Nancy,Stoner,Trial Attorney,9,"Clinton, Bush I, Reagan"
Corey,Stoughton,Senior Counsel,2,Obama
Barbara,Strack,"Acting Executive Assoc. Commissioner, Policy & Planning, INS/DOJ",7,"Bush II, Clinton"
Richard,Strassberg,"Chief, Major Crimes Section, USAO",8,Clinton
Alan,Strasser,"Chief Felony Trial Division, USAO DC",14,"Bush I, Reagan, Carter"
Sally,Strauss,Trial Attorney,5,"Clinton, Bush I"
Andrew,Strelka,Trial Attorney,4,Obama
Andrew,Strojny,Acting Special Counsel for Immigration Related Unfair Employment Practices,29,"Bush II, Clinton, Bush I, Reagan, Carter, Ford, Nixon"
Pamela,Stuart,Assistant United States Attorney for the District of Columbia (and senior trial attorney),8,"Reagan, Carter"
Gene ,Studer,"Assistant United States Attorney, WDWA",12,"Bush II, Clinton, Bush I"
Shelley,Stump,Assistant United States Attorney,4,Carter
James ,Sturdivant ,Assistant United States Attorney,4,"Clinton, Bush I"
Herbert,Sturman,Assistant United States Attorney,2,"Johnson, Kennedy"
Judry,Subar,"Assistant Branch Director, Federal Programs Branch, Civil Division",33,"Trump, Obama, Bush II, Clinton, Bush I, Reagan"
Adam,Subervi,Assistant United States Attorney,7,"Trump, Obama"
D. William,Subin ,Assistant United States Attorney,5,"Nixon, Johnson"
Elizabeth ,Sullivan,Trial Attorney,7,"Bush I, Reagan"
Stacey,Sullivan,Assistant United States Attorney,14,"Trump, Obama, Bush II"
Thomas,Sullivan,"United States Attorney, N D Ill.",4,Carter
Allan,Sullivan,"Chief, Criminal Division, USAO SD Fl",12,"Clinton, Bush I, Reagan"
Brian,Sullivan,Assistant United States Attorney for the District of Nevada,38,"Trump, Obama, Bush II, Clinton, Bush I, Reagan, Carter"
Richard,Sullivan,"Trial Attorney, Criminal Division",4,"Reagan, Carter"
Barry,Sullivan,Assistant to the Solicitor General,2,"Reagan, Carter"
Mark,Summers,Assistant United States Attorney,11,"Reagan, Carter, Ford"
Paul,Summit,Assistant United States Attorney,6,Reagan
M. McIntyre,Sundin,Supervisory Attorney Advisor,19,"Obama, Bush II, Clinton"
Michael,Surgalla,Trial Attorney,30,"Trump, Obama, Bush II, Clinton, Bush I, Reagan"
Nikhel,Sus,"Trial Attorney, Federal Programs Branch",1,Trump
J. Ron,Sutcliffe,"Senior Trial Attorney, ENRD",9.5,"Obama, Bush II"
James,Sutherland,"Chief of Civil, District of Oregon ",30,"Bush II, Clinton, Bush I, Reagan, Carter"
Carol,Swanson,Assistant United States Attorney,2,Reagan
John,Sweeney,"Chief Criminal Division, N.D. Texas",13,"Reagan, Carter, Ford, Nixon"
Thomas,Swegle,"Senior Counsel, Law & Policy Section, Environment and Natural Resources Division",26,"Trump, Obama, Bush II, Clinton, Bush I"
Judy,Swem,Investigator,20,"Trump, Obama, Bush II, Clinton"
Jeannette,Swent,"Chief, Civil Division, District of Utah",22,"Trump, Obama, Bush II, Clinton"
Keith,Syfert,Branch Assistant United States Attorney-In-Charge,24,"Bush II, Clinton, Bush I, Reagan, Carter"
Janice,Symchych,"Assistant United States Attorney, D. MN. ",5,"Bush I, Reagan, Carter"
Joseph,Tabacco,"Senior Trial Attorney, Antitrust Division ",8,"Reagan, Carter, Ford"
Shahira,Tadross,Attorney Advisor; Litigation Counsel/Trial Attorney,8,"Bush II, Clinton"
Steph,Tai,"Attorney, Appellate Section of the Environmental and Natural Resources Division of the Department of Justice",3,Bush II
Robert,Talbot-Stern,"Litigation & Legislative Attorney, Antitrust Division",4,Nixon
Alison Hoffman,Tallarico ,Personnel Management Specialist,6,"Clinton, Bush I"
George,Tallichet,Assistant United States Attorney,11,"Bush II, Clinton"
Thomas,Tamm,Trial Attorney,7,"Bush II, Clinton"
Allan,Tananbaum,"Assistant United States Attorney, District of New Jersey",7,"Bush II, Clinton"
Andrew,Tarsy,Trial Attorney,2,Clinton
Edward,Tarver,United States Attorney for the Southern District of Georgia,8,Obama
Sue Ellen,Tatter,"Chief Assistany US Attorney, Alaska",10,"Bush I, Reagan"
Clare,Tayback,Assistant United States Attorney,9,"Clinton, Bush I"
Christopher,Tayback,Assistant United States Attorney,6,"Clinton, Bush I"
Chip,Taylor,Trial Attorney,18.5,"Obama, Bush II, Clinton"
William,Taylor,"Chief, Major Crimes Section, US Attorney's Office, District of Colorado",6,"Bush II, Clinton"
Abigail,Taylor,Senior Trial Attorney,4,Obama
Kimberly ,Taylor-Cloud,Trial Attorney ,5,"Clinton, Bush I"
Laura,Tayman,Assistant United States Attorney,21,"Obama, Bush II, Clinton, Bush I"
Graham,Teall,Assistant United States Attorney,29,"Trump, Obama, Bush II, Clinton, Bush I"
Andrea,Tebbets,Reviewer,18,"Obama, Clinton"
Kevin,Techau ,United States Attorney Northern District of Iowa ,3,"Trump, Obama"
David,Tennant,Assustant United States Attorney,4,"Bush I, Reagan"
Marla,Tepper,Assistant United States Attorney,9,"Bush II, Clinton"
Isabelle ,Thabault ,Deputy Chief,35,"Bush II, Clinton, Bush I, Reagan, Carter"
Barbara,Thawley,Senior Trial Attorney,30,"Obama, Bush II, Clinton, Bush I, Reagan"
John,Theis,Trial Attorney,4,Obama
Nicholas,Theodorou,Assistant United States Attorney,4,"Bush I, Reagan"
Eugene,Thirolf,Director,33,"Obama, Bush II, Clinton, Bush I, Reagan, Carter"
Robert,Thomas,Assistant United States Attorney,8,"Clinton, Bush I"
Pilar,Thomas,Trial Attorney,3,Bush II
Linda,Thome,Attorney,32,"Obama, Bush II, Clinton, Bush I, Reagan, Carter"
Pamela,Thompson,Executive Assistant United States Attorney,37.5,"Obama, Bush II, Clinton, Bush I, Reagan, Carter, Ford"
Charles ,Thompson ,"Asst.Chief Patrol Agent, USBP",30,"Obama, Bush II, Clinton, Bush I, Reagan, Carter"
Robert ,Thomson,"Deputy Director, Office of Special Investigations",25,"Obama, Bush II, Clinton, Bush I"
Lucy,Thomson,Senior Trial Attorney,22,"Bush II, Clinton, Bush I, Reagan"
Daniel,Thornton ,"Trial Attorney, Criminal Division, Fraud Section",4,"Reagan, Carter"
Jerry,Threet,Trial Attorney,3,Bush I
Robin,Thurston,Trial Attorney ,3,"Trump, Obama"
Wendy,Tien,Deputy Assistant Director ,15,"Obama, Bush II, Clinton, Bush I"
Chris,Todd,Assistant United States Attorney,14,"Clinton, Bush I, Reagan, Carter"
Elizabeth ,Todd Campbell ,"Assistant United States Attorney, former United States Magistrate Judge",7,"Reagan, Carter"
Richard,Tolles,"Assistant Director, Torts Branch",31,"Obama, Bush II, Clinton, Bush I, Reagan"
Peter J.,Tomao,"Assistant United States Attorney , Senior Investigations Counsel",20,"Clinton, Bush I, Reagan, Carter, Ford"
Pamela,Tonglao,Trial Attorney,8,"Bush II, Clinton"
Elizabeth,Tonkin,"Asst US Attorney, ACE Civil HCF Coordinator ",18,"Obama, Bush II, Clinton"
Jonathan,Toof,"Assistant United States Attorney, Portland, Maine",13,"Bush II, Clinton, Bush I"
Kem,Toole,Trial Attorney ,20,"Obama, Bush II, Clinton, Bush I"
Daniel,Toomey,Assistant United States Attorney,3,"Carter, Nixon, Johnson"
Peter,Toren,Acting Deputy Chief - Computer Crime & IP Section,9,"Clinton, Bush I"
Mark,Torres-Gil,Special Attorney,5,"Reagan, Carter"
Virginia ,Towler,Trial Attorney,11,"Clinton, Bush I, Reagan"
John,Townsend,Trial Attorney,7,"Carter, Ford, Nixon"
Allan,Townsend,Senior Trial Attorney ,7,"Trump, Obama"
Michael,Tracy,Assistant United States Attorney,5,Reagan
Jeremy,Travis,"Director, National Institute of Justice",6,Clinton
Tim,Treanor,"Deputy Chief, Organized Crime Unit, SDNY",8,"Bush II, Clinton"
Michael,Tremonte,Assistant United States Attorney,3,"Obama, Bush II"
Laurence H.,Tribe,Special Counsel for Access to Justice,2,Obama
Barry,Trilling,Assistant United States Attorney,7,"Reagan, Carter, Ford, Nixon"
Mary,Trippler,Assistant United States Attorney,14,"Obama, Bush II, Clinton"
Donna,Triptow,Assistant United States Attorney,7,"Bush I, Reagan"
Teresa,Trissell,Trial Attorney,8,"Bush II, Clinton"
Somil,Trivedi,Trial Attorney,1,Trump
Rebecca,Troth,Counsel to the Attorney General,10,"Clinton, Bush I"
Robert,Troyer,United States Attorney ,15,"Trump, Obama, Bush II, Clinton"
Amy,Tryon,"Trial Attorney, Environment and Natural Resources Division",6,"Obama, Bush II"
Frank,Tuerkheimer,United States Attorney WD. Wis; Associate Watergate Prosecutor,10,"Carter, Ford, Nixon, Johnson"
Paula,Tuffin,Assistant United States Attorney,3.5,Clinton
David,Turetsky,Deputy Assistant Attorney General for Antitrust,3.7,Clinton
Joseph,Turner,Assistant United States Attorney,1,Reagan
Jeanne,Turner,"Secretary to Five Criminal Trial Attorneys and Secretary to the Chief, Grand Jury",13,"Ford, Nixon, Johnson"
Michael ,Tuteur ,Assistant United States Attorney,3,"Clinton, Bush I"
Daffodil,Tyminski,Assistant United States Attorney,5.5,Obama
Michele,Tysiak,Trial Attorney,3,Bush II
Jeffrey,Udell,Assistant United States Attorney,6,"Bush II, Clinton"
Bruce,Udolf,"Chief, Public Integrity Section, SDFl; Associate Independent Counsel, Whitewater investigation",11,"Clinton, Bush I, Reagan"
Gerald,Uelmen,"Assistant United States Attorney, Director of Special Prosecutions",5,"Nixon, Johnson"
Richard,Ugelow,Deputy Section Chief,29,"Bush II, Clinton, Bush I, Reagan, Carter, Ford, Nixon"
David ,Uhlmann,"Chief, Environmental Crimes Section ",17,"Bush II, Clinton, Bush I"
Mary Beth,Uitti,"Chief, Civil Division, Noethern District of California",29,"Obama, Bush II, Clinton, Bush I, Reagan, Carter"
Tom,Umberg ,Assistant United States Attorney,3,"Bush I, Reagan"
Matthew,Umhofer ,Assistant United States Attorney ,5,Bush II
Phillip,Umphres,"Assistant United States Attorney, NDTX",16,"Bush II, Clinton, Bush I"
Charlotte,Uram,"Trial Attorney, Pollution Control Section",3,Carter
Thomas,Urban,Senior trial attorney ,2,Bush II
Carlos,Uriarte,Associate Deputy Attorney General ,3,Obama
Marilyn,Urwitz,"Attorney, Civil Division, Appellate Staff",17,"Clinton, Bush I, Reagan"
Christopher,Vaden,Deputy Section Chief,29,"Trump, Obama, Bush II, Clinton, Bush I"
John,Vail,Deputy Assistant Attorney General,30,"Bush II, Clinton, Bush I, Reagan, Carter, Ford, Nixon"
Ellyn,Vail,Budget Analyst,10,"Reagan, Carter, Ford"
Josh,Van de Wetering,Assistant United States Attorney,10,"Bush II, Clinton"
Leland,Van Koten,Senior Trial Counsel,15,"Bush II, Clinton, Bush I"
Leonard,Van Slyke,Trial Attorney ,4,Nixon
Theresa,Van Vliet,"Chief, Narcotics and Dangerous Drugs, Main Justice",19,"Bush II, Clinton, Bush I, Reagan"
James,Van Wert,Program Analyst,5,"Carter, Ford, Nixon"
Gary,Vanasek,Civile Division Chief USAO/WDTN,30,"Obama, Bush II, Clinton, Bush I"
Alleen,VanBebber,Deputy United States Attorney,18,"Clinton, Bush I, Reagan, Carter"
Alison,Vander Vort,Assistant United States Attorney,4,Clinton
Johanna,Vanderlee,Special Assistant United States Attorney,4,"Obama, Bush II"
Eric,Vandevelde,Deputy Chief,7,"Obama, Bush II"
John,Vandevelde,"Assistant Chief, Crim. Div., USAO CDCA",4,"Carter, Ford, Nixon"
Anne,VanGraafeiland,"Assistant United States Attorney, WDNY",12,"Clinton, Bush I, Reagan"
George,Varghese,Assistant United States Attorney,14,"Trump, Obama, Bush II"
Christopher,Varner,Assistant United States Attorney,28,"Trump, Obama, Bush II, Clinton, Bush I"
Michael,Vatis,Associate Deputy Attorney General,7,"Bush II, Clinton"
John,Vaudreuil,"United States Attorney, Western District of Wisconsin",39,"Trump, Obama, Bush II, Clinton, Bush I, Reagan, Carter"
James,Vaughns,Assistant United States Attorney,5,"Bush II, Clinton"
Niketh,Velamoor,Assistant United States Attorney ,9.5,"Trump, Obama"
Juan Carlos,Velasco,Trial Attorney,8,"Obama, Bush II"
Lola,Velazquez-Aguilu,Assistant United States Attorney,8,"Trump, Obama"
Christine,Ver Ploeg,Attorney,3,"Carter, Ford"
Georgina C.,Verdugo,Deputy Assistant Attorney General,4,"Obama, Bush II, Clinton"
Benjamin,Vernia,Trial Attorney,11,"Bush II, Clinton"
Alexander,Vesselinovitch,"Deputy Chief, Criminal Receiving",8,"Bush I, Reagan"
Alan,Vickery,"Chief, Business & Securities Fraud Section, USAO EDNY",7,"Clinton, Bush I"
Adriana,Vieco,Trial Attorney,16,"Obama, Bush II, Clinton"
Peter,Vigeland,"Chief, Major Crimes, SDNY",6,"Clinton, Bush I"
Thiru,Vignarajah ,Assistant U.S. Attorney ,3,Obama
Chad,Vignola,Assistant United States Attorney,5,"Bush I, Reagan"
James,Villa,Trial Attorney,11,"Bush II, Clinton"
Alicia,Villarreal,"Deputy Chief, Public Corruption & Government Fraud",14,"Bush II, Clinton, Bush I"
Peter ,Vincent ,"Judicial Attachè, U.S. Embassy-Colombia ",3,"Obama, Bush II"
Bohdan,Vitvitsky,Assistant United States Attorney,23,"Obama, Bush II, Clinton, Bush I"
Kathleen,Voelker,Assistant United States Attorney,10.5,"Bush I, Reagan, Carter"
Mark,Vogel,Supervisory Assistant United States Attorney,33,"Bush II, Clinton, Bush I, Reagan, Carter, Ford"
Jay,Vogelson,Special Attorney,3,"Johnson, Kennedy"
Louis,Volz,"Chief, Collections Division, EDLA",4,"Reagan, Carter"
Patricia,Vroom,District Counsel - Phoenix,12,"Obama, Bush II, Clinton, Bush I"
Margaret,Wagner,Special Agent - FBI,22,"Obama, Bush II, Clinton, Bush I"
Tirza,Wahrman,Trial Attorney,2,Reagan
Kip,Wainscott ,"Senior Counsel, Office of Legal Policy",1.5,Obama
Michael,Wainwright,Assistant United States Attorney WDLA,3,Carter
Jeffrey ,Walker,Special Assistant United States Attorney,3,"Clinton, Bush I"
Gail,Walker,"Attorney Advisor to the Assistant Attorney General, Civil Division",20,"Obama, Bush II, Clinton, Bush I, Reagan"
Michael,Wall,Trial Attorney,4,Clinton
Rangeley,Wallace,Staff Attorney,9,"Reagan, Carter"
Gregory,Wallance,Assistant United States Attorney,5.6,"Reagan, Carter"
Spencer,Waller,Special Attorney,4,Reagan
Sean M,Walsh,Assistant General Counsel,13,"Obama, Bush II, Nixon"
John,Walsh,"United States Attorney for Colorado, Chair of AG's Advisory Committee - 2015-2016",14,"Obama, Clinton, Bush I, Reagan"
Danielle,Walsman,"Chief, Public Protection Unit",7,"Trump, Obama"
Mark,Walters,"Senior Counsel for National Security, CIV/OIL",34,"Trump, Obama, Bush II, Clinton, Bush I, Reagan"
Stewart,Walz,Senior Litigation Counsel,37.5,"Trump, Obama, Bush II, Clinton, Bush I, Reagan, Carter"
William,Want,Trial Attorney,9,"Reagan, Carter, Ford, Nixon"
Karen,Ward,Assistant United States Attorney for the District of Columbia,3,"Carter, Ford"
Barbara,Ward,"Assistant Counsel, Office of Professional Responsibility",32,"Trump, Obama, Bush II, Bush I, Reagan, Carter, Ford"
Christine,Wardell,Senior Attorney ,12,"Reagan, Carter"
Joseph,Wardenski,Trial Attorney,6,Obama
Sheila,Ware,Assistant United States Attorney,5,"Reagan, Carter"
Mary,Warlow,"Director, Office of International Affairs",35,"Trump, Obama, Bush II, Clinton, Bush I, Reagan, Carter"
Mary Lee,Warren,"Deputy Assistant Attorney General, Criminal Division",34,"Obama, Bush II, Clinton, Bush I, Reagan, Carter"
Andrew,Warren,Trial Attorney,8,"Obama, Bush II"
Jimmye,Warren,"Resident Legal Advisor, Bosnia and Herzegovina ",33,"Obama, Bush II, Clinton, Bush I, Reagan, Carter"
John,Warshawsky,Senior Trial Counsel,22,"Obama, Bush II, Clinton, Bush I"
Richard,Wasserstrom,Attorney,0.8,"Johnson, Kennedy"
David,Waters,Trial attorney,4,"Carter, Ford"
Seth,Waxman,Assistant United States Attorney,13,"Obama, Bush II, Clinton"
Seth,Wayne,Trial Attorney,2,"Trump, Obama"
Robert,Weaver,Criminal Chief Oregon US Attorney’s Office ,14,"Bush I, Reagan, Carter, Ford"
Polly,Webber,Federal Immigration Judge,21,"Obama, Bush II, Clinton"
Robert,Webster,"Chief, Criminal Division, Northern District of Texas",31,"Bush II, Clinton, Bush I, Reagan, Carter, Ford"
Justin,Weddle,"Deputy Chief of Appeals, SDNY",15,"Obama, Bush II, Clinton"
Ruth ,Wedgwood,Assistant United States Attorney for the Southern District of New York ,6,"Bush II, Clinton, Bush I, Carter"
Leon,Weidman,"Assistant United States Attorney, Chief of the Civil Division, C.D.CA",46,"Obama, Bush II, Clinton, Bush I, Reagan, Carter, Ford, Nixon"
Alan,Weil,Assistant United States Attorney,3,"Carter, Ford"
Jay,Weill,Chief Tax Division -USAO -NDCA,34,"Bush II, Clinton, Bush I, Reagan, Carter, Ford, Nixon"
Barry,Weinberg,Acting Chief,35,"Clinton, Bush I, Reagan, Carter, Ford, Nixon, Johnson"
Morris “Sandy “,Weinberg ,"Assistant United States Attorney, SDNY",6,"Reagan, Carter"
Robert,Weiner,Associate Deputy Attorney General,2,Obama
Courtney,Weiner,Counsel to the Assistant Attorney General for the Antitrust Division,3,Obama
Katrina ,Weinig ,Deputy Assistant Attorney General ,5,Clinton
David,Weinstein,"Chief, Public Integrity and National Security Section, USAO SDFL",11,"Obama, Bush II, Clinton"
Les,Weinstein,"Trial Attorney, Special Litigation Section AT Div",5,"Johnson, Kennedy"
Ryan,Weinstein,Assistant United States Attorney,6,"Trump, Obama"
Charles,Weintraub,"Special Attorney, US Department of Justice Organized Crime and Racketeering Section",5,"Ford, Nixon"
Alan,Weisberg,Assistant United States Attorney for the Southern District of Florida - Miami ,3,Carter
Richard,Weisberg,"Assistant United States Attorney,  SDNY",6,"Carter, Ford, Nixon"
Robert,Weisel,Assistant Chief Immigration Judge,27,"Obama, Bush II, Clinton, Bush I"
Anne,Weismann,Assistant Branch Director,22,"Bush II, Clinton, Bush I, Reagan"
